index,INSTNM,DISTANCEONLY,TUITFTE,ADM_RATE_ALL,NPT4_PRIV,HIGHDEG_ Associate degree,HIGHDEG_ Bachelor&#39;s degree,HIGHDEG_ Certificate degree,HIGHDEG_ Graduate degree,HIGHDEG_ Non-degree-granting,Labels_3Clusters
285,Concordia University-Irvine,0.0,12540.0,0.9119,25416.0,0,0,0,1,0,1
286,San Diego Christian College,0.0,18089.0,0.492,25314.0,0,0,0,1,0,1
292,Claremont McKenna College,0.0,28851.0,0.1173,22957.0,0,0,0,1,0,1
297,Coleman University,0.0,10081.0,1.0,26043.0,0,0,0,1,0,1
316,Dominican University of California,0.0,21979.0,0.7752,32053.0,0,0,0,1,0,1
339,Fresno Pacific University,0.0,14221.0,0.7844,15403.0,0,0,0,1,0,1
359,Holy Names University,0.0,17424.0,0.5668,27303.0,0,0,0,1,0,1
373,American Jewish University,0.0,16960.0,0.59,39799.0,0,0,0,1,0,1
375,Life Pacific College,0.0,8619.0,0.7482,16827.0,0,0,0,1,0,1
377,University of La Verne,0.0,16881.0,0.3895,20847.0,0,0,0,1,0,1
378,Laguna College of Art and Design,0.0,16730.0,0.4327,34762.0,0,0,0,1,0,1
386,La Sierra University,0.0,26008.0,0.4677,22680.0,0,0,0,1,0,1
395,The Master's College and Seminary,0.0,12657.0,0.6137,24711.0,0,0,0,1,0,1
401,Loyola Marymount University,0.0,29076.0,0.5412,34879.0,0,0,0,1,0,1
419,Mills College,0.0,19608.0,0.6798,25539.0,0,0,0,1,0,1
431,Mount St Mary's College,0.0,21833.0,0.7409,26170.0,0,0,0,1,0,1
446,Newschool of Architecture and Design,0.0,19559.0,0.7949,35550.0,0,0,0,1,0,1
452,Notre Dame de Namur University,0.0,18965.0,0.872,26022.0,0,0,0,1,0,1
453,Occidental College,0.0,24394.0,0.4239,24392.0,0,0,0,1,0,1
457,Otis College of Art and Design,0.0,27612.0,0.4628,31146.0,0,0,0,1,0,1
459,Hope International University,0.0,11581.0,0.4681,23811.0,0,0,0,1,0,1
466,Pacific Union College,0.0,16425.0,0.5055,22809.0,0,0,0,1,0,1
467,University of the Pacific,0.0,29264.0,0.7265,30318.0,0,0,0,1,0,1
472,Pepperdine University,0.0,25896.0,0.3734,24446.0,0,0,0,1,0,1
475,Point Loma Nazarene University,0.0,18917.0,0.6654,29865.0,0,0,0,1,0,1
483,University of Redlands,0.0,17280.0,0.672,25057.0,0,0,0,1,0,1
500,University of San Diego,0.0,25057.0,0.4885,31593.0,0,0,0,1,0,1
501,San Francisco Art Institute,0.0,26288.0,0.8269,41414.0,0,0,0,1,0,1
502,San Francisco Conservatory of Music,0.0,23119.0,0.3986,28174.0,0,0,0,1,0,1
505,University of San Francisco,0.0,26745.0,0.6129,31915.0,0,0,0,1,0,1
510,William Jessup University,0.0,14067.0,0.6929,18601.0,0,0,0,1,0,1
518,Santa Clara University,0.0,19663.0,0.5122,34956.0,0,0,0,1,0,1
522,Scripps College,0.0,28151.0,0.357,26057.0,0,0,0,1,0,1
525,Shasta Bible College and Graduate School,0.0,1545.0,1.0,19193.0,0,0,0,1,0,1
531,Simpson University,0.0,12950.0,0.555,17760.0,0,0,0,1,0,1
536,Saint Mary's College of California,0.0,22829.0,0.6947,33876.0,0,0,0,1,0,1
542,Vanguard University of Southern California,0.0,15125.0,0.6977,22491.0,0,0,0,1,0,1
547,Southern California Institute of Architecture,0.0,36395.0,0.8667,38498.0,0,0,0,1,0,1
548,University of Southern California,0.0,29928.0,0.1984,28352.0,0,0,0,1,0,1
570,Westmont College,0.0,21159.0,0.7016,30074.0,0,0,0,1,0,1
571,Whittier College,0.0,25047.0,0.6325,33181.0,0,0,0,1,0,1
572,Woodbury University,0.0,21113.0,0.5575,24767.0,0,0,0,1,0,1
588,Colorado Christian University,0.0,13423.0,0.9764,23450.0,0,0,0,1,0,1
589,Colorado College,0.0,28994.0,0.2228,28404.0,0,0,0,1,0,1
607,University of Denver,0.0,25538.0,0.7673,29362.0,0,0,0,1,0,1
619,Naropa University,0.0,20723.0,0.7975,25942.0,0,0,0,1,0,1
631,Regis University,0.0,18145.0,0.6986,21046.0,0,0,0,1,0,1
641,Albertus Magnus College,0.0,12190.0,0.6821,22320.0,0,0,0,1,0,1
647,University of Bridgeport,0.0,16601.0,0.6385,22951.0,0,0,0,1,0,1
651,Connecticut College,0.0,28998.0,0.3585,31373.0,0,0,0,1,0,1
658,Fairfield University,0.0,23659.0,0.7116,35212.0,0,0,0,1,0,1
664,University of Hartford,0.0,15424.0,0.6173,29140.0,0,0,0,1,0,1
676,University of New Haven,0.0,17898.0,0.7441,30503.0,0,0,0,1,0,1
683,Post University,0.0,14224.0,0.8302,37460.0,0,0,0,1,0,1
685,Quinnipiac University,0.0,27202.0,0.6722,35159.0,0,0,0,1,0,1
686,Sacred Heart University,0.0,19498.0,0.7624,35137.0,0,0,0,1,0,1
687,University of Saint Joseph,0.0,16296.0,0.857,24868.0,0,0,0,1,0,1
693,Trinity College,0.0,29677.0,0.3178,26419.0,0,0,0,1,0,1
695,Wesleyan University,0.0,27711.0,0.2092,24520.0,0,0,0,1,0,1
698,Yale University,0.0,14701.0,0.0705,16743.0,0,0,0,1,0,1
706,Goldey-Beacom College,0.0,12871.0,0.5231,19510.0,0,0,0,1,0,1
708,Wesley College,0.0,21945.0,0.625,22422.0,0,0,0,1,0,1
710,American University,0.0,30523.0,0.4312,33437.0,0,0,0,1,0,1
711,Catholic University of America,0.0,22145.0,0.6007,34086.0,0,0,0,1,0,1
715,Gallaudet University,0.0,11093.0,0.6558,11804.0,0,0,0,1,0,1
716,George Washington University,0.0,27560.0,0.3308,30206.0,0,0,0,1,0,1
717,Georgetown University,0.0,35085.0,0.1697,27801.0,0,0,0,1,0,1
718,Howard University,0.0,17514.0,0.493,22823.0,0,0,0,1,0,1
722,Trinity Washington University,0.0,15223.0,0.5231,14421.0,0,0,0,1,0,1
728,Barry University,0.0,16547.0,0.4678,20129.0,0,0,0,1,0,1
730,Bethune-Cookman University,0.0,9477.0,0.666,17057.0,0,0,0,1,0,1
731,Lynn University,0.0,21746.0,0.776,33074.0,0,0,0,1,0,1
737,Carlos Albizu University-Miami,0.0,14876.0,0.3621,15330.0,0,0,0,1,0,1
743,Clearwater Christian College,0.0,11037.0,0.7009,17476.0,0,0,0,1,0,1
746,South University-West Palm Beach,0.0,17610.0,0.4829,24052.0,0,0,0,1,0,1
750,Embry-Riddle Aeronautical University-Daytona Beach,0.0,31382.0,0.7814,34497.0,0,0,0,1,0,1
759,Adventist University of Health Sciences,0.0,12441.0,0.1336,18901.0,0,0,0,1,0,1
760,Florida Institute of Technology,0.0,21950.0,0.6045,30624.0,0,0,0,1,0,1
764,Florida Memorial University,0.0,14254.0,0.4159,16493.0,0,0,0,1,0,1
767,Florida Southern College,0.0,15831.0,0.4989,21558.0,0,0,0,1,0,1
788,Jacksonville University,0.0,12056.0,0.4737,21216.0,0,0,0,1,0,1
790,Keiser University-Ft Lauderdale,0.0,17604.0,0.9331,22933.0,0,0,0,1,0,1
808,University of Miami,0.0,28909.0,0.4044,30394.0,0,0,0,1,0,1
818,Northwood University-Florida,0.0,13200.0,0.5093,14979.0,0,0,0,1,0,1
819,Nova Southeastern University,0.0,16935.0,0.5746,27998.0,0,0,0,1,0,1
823,Palm Beach Atlantic University,0.0,15678.0,0.8412,22152.0,0,0,0,1,0,1
835,Rollins College,0.0,19343.0,0.5889,29427.0,0,0,0,1,0,1
837,Saint Leo University,0.0,9377.0,0.7662,21193.0,0,0,0,1,0,1
845,Saint John Vianney College Seminary,0.0,18009.0,1.0,2035.0,0,0,0,1,0,1
849,St Thomas University,0.0,15717.0,0.4567,18466.0,0,0,0,1,0,1
851,Stetson University,0.0,18420.0,0.5925,21815.0,0,0,0,1,0,1
852,Southeastern University,0.0,12284.0,0.5932,18732.0,0,0,0,1,0,1
859,The University of Tampa,0.0,16142.0,0.5221,27955.0,0,0,0,1,0,1
862,Trinity Baptist College,0.0,7156.0,0.4847,11766.0,0,0,0,1,0,1
866,Warner University,0.0,4616.0,0.3378,15810.0,0,0,0,1,0,1
868,Webber International University,0.0,12442.0,0.6412,19384.0,0,0,0,1,0,1
891,Clark Atlanta University,0.0,16788.0,0.568,30575.0,0,0,0,1,0,1
896,Berry College,0.0,12900.0,0.6032,21327.0,0,0,0,1,0,1
898,Brenau University,0.0,12867.0,0.7829,15493.0,0,0,0,1,0,1
909,Covenant College,0.0,14593.0,0.5704,20141.0,0,0,0,1,0,1
912,South University-Savannah,0.0,14566.0,0.4829,24695.0,0,0,0,1,0,1
915,Emory University,0.0,22222.0,0.2633,28463.0,0,0,0,1,0,1
933,LaGrange College,0.0,13383.0,0.5837,17828.0,0,0,0,1,0,1
935,Life University,0.0,18965.0,0.7454,22479.0,0,0,0,1,0,1
938,Mercer University,0.0,15801.0,0.69,19472.0,0,0,0,1,0,1
943,Oglethorpe University,0.0,11922.0,0.5576,19721.0,0,0,0,1,0,1
945,Piedmont College,0.0,8071.0,0.6118,15989.0,0,0,0,1,0,1
947,Reinhardt University,0.0,10742.0,0.514,18562.0,0,0,0,1,0,1
949,Savannah College of Art and Design,0.0,24510.0,0.6547,35014.0,0,0,0,1,0,1
951,Shorter University,0.0,9161.0,0.6807,17121.0,0,0,0,1,0,1
957,Thomas University,0.0,9783.0,0.6863,15327.0,0,0,0,1,0,1
962,Wesleyan College,0.0,9336.0,0.4339,13232.0,0,0,0,1,0,1
966,Chaminade University of Honolulu,0.0,13775.0,0.8359,19551.0,0,0,0,1,0,1
970,Hawaii Pacific University,0.0,14333.0,0.6411,20967.0,0,0,0,1,0,1
987,The College of Idaho,0.0,10722.0,0.905,16681.0,0,0,0,1,0,1
993,Northwest Nazarene University,0.0,10827.0,0.617,19101.0,0,0,0,1,0,1
1001,School of the Art Institute of Chicago,0.0,28093.0,0.7184,38809.0,0,0,0,1,0,1
1003,Aurora University,0.0,11016.0,0.7595,17075.0,0,0,0,1,0,1
1011,Bradley University,0.0,18539.0,0.6694,24950.0,0,0,0,1,0,1
1028,University of Chicago,0.0,26409.0,0.0881,25335.0,0,0,0,1,0,1
1036,Columbia College-Chicago,0.0,19254.0,0.9053,29162.0,0,0,0,1,0,1
1037,Concordia University-Chicago,0.0,13210.0,0.5441,17881.0,0,0,0,1,0,1
1042,DePaul University,0.0,21544.0,0.5987,27040.0,0,0,0,1,0,1
1048,Elmhurst College,0.0,14793.0,0.718,19466.0,0,0,0,1,0,1
1056,Greenville College,0.0,11504.0,0.657,19125.0,0,0,0,1,0,1
1061,Hebrew Theological College,0.0,4231.0,0.9299,28686.0,0,0,0,1,0,1
1065,Benedictine University,0.0,11908.0,0.695,19778.0,0,0,0,1,0,1
1072,Illinois Institute of Technology,0.0,19094.0,0.5697,18984.0,0,0,0,1,0,1
1082,Judson University,0.0,12104.0,0.7069,21635.0,0,0,0,1,0,1
1090,Lake Forest College,0.0,15780.0,0.5727,23921.0,0,0,0,1,0,1
1095,Lewis University,0.0,15275.0,0.5587,18978.0,0,0,0,1,0,1
1097,Lincoln Christian University,0.0,13726.0,0.6875,19387.0,0,0,0,1,0,1
1101,Loyola University Chicago,0.0,22327.0,0.914,28237.0,0,0,0,1,0,1
1110,McKendree University,0.0,10561.0,0.6289,16914.0,0,0,0,1,0,1
1114,Millikin University,0.0,12527.0,0.5512,19476.0,0,0,0,1,0,1
1116,Moody Bible Institute,0.0,5731.0,0.6855,19053.0,0,0,0,1,0,1
1121,National Louis University,0.0,13963.0,0.9881,19668.0,0,0,0,1,0,1
1124,North Central College,0.0,16358.0,0.6365,21737.0,0,0,0,1,0,1
1125,North Park University,0.0,15687.0,0.5234,17575.0,0,0,0,1,0,1
1129,Northwestern University,0.0,28590.0,0.1532,28544.0,0,0,0,1,0,1
1133,Olivet Nazarene University,0.0,10798.0,0.8196,20015.0,0,0,0,1,0,1
1138,Quincy University,0.0,9165.0,0.8859,17152.0,0,0,0,1,0,1
1143,Robert Morris University Illinois,0.0,16268.0,0.21,20497.0,0,0,0,1,0,1
1146,Rockford University,0.0,13521.0,0.4097,22544.0,0,0,0,1,0,1
1147,Roosevelt University,0.0,19952.0,0.7878,26177.0,0,0,0,1,0,1
1148,Dominican University,0.0,14554.0,0.5997,13902.0,0,0,0,1,0,1
1151,University of St Francis,0.0,15719.0,0.5141,17873.0,0,0,0,1,0,1
1153,Saint Xavier University,0.0,12927.0,0.5054,16238.0,0,0,0,1,0,1
1173,Trinity International University-Illinois,0.0,11132.0,0.9372,19694.0,0,0,0,1,0,1
1176,VanderCook College of Music,0.0,14973.0,0.374,25677.0,0,0,0,1,0,1
1180,Wheaton College,0.0,18657.0,0.6871,23858.0,0,0,0,1,0,1
1183,Anderson University,0.0,12680.0,0.5545,22654.0,0,0,0,1,0,1
1186,Bethel College-Indiana,0.0,13453.0,0.7158,17730.0,0,0,0,1,0,1
1187,Butler University,0.0,19522.0,0.661,29103.0,0,0,0,1,0,1
1188,Calumet College of Saint Joseph,0.0,14657.0,0.4,11517.0,0,0,0,1,0,1
1196,Earlham College,0.0,14943.0,0.637,19414.0,0,0,0,1,0,1
1197,University of Evansville,0.0,13500.0,0.8409,20396.0,0,0,0,1,0,1
1199,Goshen College,0.0,14115.0,0.5506,19001.0,0,0,0,1,0,1
1200,Grace College and Theological Seminary,0.0,8046.0,0.7884,15799.0,0,0,0,1,0,1
1207,Huntington University,0.0,10779.0,0.9732,19192.0,0,0,0,1,0,1
1212,University of Indianapolis,0.0,13724.0,0.8443,22293.0,0,0,0,1,0,1
1213,Indiana Institute of Technology,0.0,6358.0,0.7225,21940.0,0,0,0,1,0,1
1226,ITT Technical Institute-Indianapolis,0.0,17881.0,0.8388,23589.0,0,0,0,1,0,1
1234,Manchester University,0.0,10893.0,0.7116,20151.0,0,0,0,1,0,1
1235,Marian University,0.0,13214.0,0.5795,19459.0,0,0,0,1,0,1
1236,Indiana Wesleyan University,0.0,10115.0,0.9515,25340.0,0,0,0,1,0,1
1244,University of Notre Dame,0.0,21742.0,0.223,27845.0,0,0,0,1,0,1
1245,Oakland City University,0.0,10681.0,0.7285,15629.0,0,0,0,1,0,1
1251,Rose-Hulman Institute of Technology,0.0,22285.0,0.5622,33087.0,0,0,0,1,0,1
1253,University of Saint Francis-Fort Wayne,0.0,14943.0,0.5362,16809.0,0,0,0,1,0,1
1254,Saint Josephs College,0.0,6332.0,0.6419,25255.0,0,0,0,1,0,1
1255,Saint Mary-of-the-Woods College,0.0,12258.0,0.9754,16466.0,0,0,0,1,0,1
1260,Taylor University,0.0,16421.0,0.876,19696.0,0,0,0,1,0,1
1261,Trine University,0.0,10936.0,0.711,21183.0,0,0,0,1,0,1
1262,Valparaiso University,0.0,17416.0,0.7969,19952.0,0,0,0,1,0,1
1266,Allen College,0.0,16347.0,0.5,24065.0,0,0,0,1,0,1
1269,Buena Vista University,0.0,11004.0,0.6955,18964.0,0,0,0,1,0,1
1274,Clarke University,0.0,15322.0,0.7752,22398.0,0,0,0,1,0,1
1275,Coe College,0.0,12732.0,0.6171,20822.0,0,0,0,1,0,1
1280,Dordt College,0.0,14324.0,0.7542,22615.0,0,0,0,1,0,1
1281,Drake University,0.0,18444.0,0.6595,26045.0,0,0,0,1,0,1
1282,University of Dubuque,0.0,18183.0,0.7742,19474.0,0,0,0,1,0,1
1286,Faith Baptist Bible College and Theological Seminary,0.0,9772.0,0.6693,16040.0,0,0,0,1,0,1
1288,Graceland University-Lamoni,0.0,10433.0,0.5018,15767.0,0,0,0,1,0,1
1289,Grand View University,0.0,13494.0,0.9542,18229.0,0,0,0,1,0,1
1311,Loras College,0.0,12625.0,0.6903,19175.0,0,0,0,1,0,1
1313,Maharishi University of Management,0.0,8993.0,0.4189,16555.0,0,0,0,1,0,1
1316,Morningside College,0.0,10189.0,0.5337,18682.0,0,0,0,1,0,1
1317,Mount Mercy University,0.0,14864.0,0.6845,20540.0,0,0,0,1,0,1
1326,Palmer College of Chiropractic-Davenport,0.0,24074.0,0.6,21199.0,0,0,0,1,0,1
1328,Saint Ambrose University,0.0,15956.0,0.9617,22920.0,0,0,0,1,0,1
1332,Simpson College,0.0,11958.0,0.8802,20163.0,0,0,0,1,0,1
1338,Upper Iowa University,0.0,8892.0,0.5818,17602.0,0,0,0,1,0,1
1344,William Penn University,0.0,8602.0,0.5766,18068.0,0,0,0,1,0,1
1346,Baker University,0.0,11156.0,0.869,18100.0,0,0,0,1,0,1
1348,Benedictine College,0.0,10786.0,0.6057,21353.0,0,0,0,1,0,1
1367,Barclay College,0.0,15136.0,0.5285,20860.0,0,0,0,1,0,1
1368,Friends University,0.0,13821.0,0.5862,18479.0,0,0,0,1,0,1
1381,Newman University,0.0,8221.0,0.4472,17331.0,0,0,0,1,0,1
1384,Kansas Wesleyan University,0.0,11677.0,0.537,20847.0,0,0,0,1,0,1
1391,MidAmerica Nazarene University,0.0,9283.0,0.7223,18980.0,0,0,0,1,0,1
1395,Ottawa University-Ottawa,0.0,9954.0,0.9888,17748.0,0,0,0,1,0,1
1399,University of Saint Mary,0.0,12320.0,0.4707,15886.0,0,0,0,1,0,1
1403,Southwestern College,0.0,10933.0,0.8968,21201.0,0,0,0,1,0,1
1405,Tabor College,0.0,9629.0,0.735,21885.0,0,0,0,1,0,1
1411,Asbury University,0.0,13545.0,0.6573,24126.0,0,0,0,1,0,1
1415,Bellarmine University,0.0,15144.0,0.9478,23487.0,0,0,0,1,0,1
1419,Brescia University,0.0,11572.0,0.45,12172.0,0,0,0,1,0,1
1420,Campbellsville University,0.0,8816.0,0.6844,13483.0,0,0,0,1,0,1
1427,University of the Cumberlands,0.0,8642.0,0.7127,17011.0,0,0,0,1,0,1
1431,Georgetown College,0.0,12252.0,0.8219,18638.0,0,0,0,1,0,1
1446,Kentucky Christian University,0.0,8501.0,0.5136,19616.0,0,0,0,1,0,1
1455,Midway College,0.0,11621.0,0.5381,19290.0,0,0,0,1,0,1
1464,University of Pikeville,0.0,15184.0,1.0,15084.0,0,0,0,1,0,1
1475,Spalding University,0.0,14240.0,0.8108,17370.0,0,0,0,1,0,1
1478,Thomas More College,0.0,12622.0,0.8775,18889.0,0,0,0,1,0,1
1481,Union College,0.0,10953.0,0.7416,17564.0,0,0,0,1,0,1
1492,Centenary College of Louisiana,0.0,11348.0,0.6597,18296.0,0,0,0,1,0,1
1516,Louisiana College,0.0,8282.0,0.7423,11611.0,0,0,0,1,0,1
1519,Loyola University New Orleans,0.0,17610.0,0.8707,21546.0,0,0,0,1,0,1
1527,Our Lady of Holy Cross College,0.0,10544.0,0.4847,12151.0,0,0,0,1,0,1
1528,Our Lady of the Lake College,0.0,10679.0,0.6615,15756.0,0,0,0,1,0,1
1547,Tulane University of Louisiana,0.0,23061.0,0.2643,32220.0,0,0,0,1,0,1
1548,Xavier University of Louisiana,0.0,15391.0,0.5443,19119.0,0,0,0,1,0,1
1551,College of the Atlantic,0.0,35983.0,0.7367,21972.0,0,0,0,1,0,1
1559,Husson University,0.0,14005.0,0.7989,17640.0,0,0,0,1,0,1
1569,University of New England,0.0,19167.0,0.8584,29631.0,0,0,0,1,0,1
1572,Maine College of Art,0.0,17503.0,0.9625,29009.0,0,0,0,1,0,1
1573,Saint Joseph's College of Maine,0.0,12041.0,0.7778,26575.0,0,0,0,1,0,1
1577,Thomas College,0.0,10550.0,0.7244,18621.0,0,0,0,1,0,1
1590,Capitol College,0.0,17039.0,0.5903,19406.0,0,0,0,1,0,1
1594,Washington Adventist University,0.0,10471.0,0.3271,16853.0,0,0,0,1,0,1
1601,Goucher College,0.0,17686.0,0.7173,24246.0,0,0,0,1,0,1
1605,Hood College,0.0,14552.0,0.8102,23479.0,0,0,0,1,0,1
1608,Johns Hopkins University,0.0,22665.0,0.1813,26596.0,0,0,0,1,0,1
1611,Loyola University Maryland,0.0,24840.0,0.58,36046.0,0,0,0,1,0,1
1617,Maryland Institute College of Art,0.0,26289.0,0.5803,35607.0,0,0,0,1,0,1
1623,Mount St Mary's University,0.0,15815.0,0.6741,26589.0,0,0,0,1,0,1
1624,Ner Israel Rabbinical College,0.0,517.0,0.8154,8675.0,0,0,0,1,0,1
1626,Notre Dame of Maryland University,0.0,16526.0,0.4964,20579.0,0,0,0,1,0,1
1634,St John's College,0.0,21066.0,0.8099,29270.0,0,0,0,1,0,1
1639,Stevenson University,0.0,13905.0,0.5959,25021.0,0,0,0,1,0,1
1640,Washington College,0.0,20826.0,0.6655,30255.0,0,0,0,1,0,1
1641,McDaniel College,0.0,13869.0,0.7587,20675.0,0,0,0,1,0,1
1645,American International College,0.0,10357.0,0.6779,19155.0,0,0,0,1,0,1
1648,Anna Maria College,0.0,15245.0,0.7756,24684.0,0,0,0,1,0,1
1650,Assumption College,0.0,13288.0,0.7422,25663.0,0,0,0,1,0,1
1651,Babson College,0.0,33742.0,0.2821,28057.0,0,0,0,1,0,1
1654,Bay Path College,0.0,14058.0,0.576,20836.0,0,0,0,1,0,1
1658,Bentley University,0.0,24563.0,0.4379,29886.0,0,0,0,1,0,1
1664,Boston College,0.0,27441.0,0.3222,33070.0,0,0,0,1,0,1
1665,The Boston Conservatory,0.0,48657.0,0.3645,43952.0,0,0,0,1,0,1
1666,Boston University,0.0,27235.0,0.4561,34603.0,0,0,0,1,0,1
1667,Brandeis University,0.0,19017.0,0.3704,29578.0,0,0,0,1,0,1
1676,Clark University,0.0,16720.0,0.6154,23415.0,0,0,0,1,0,1
1678,Curry College,0.0,20075.0,0.6692,30561.0,0,0,0,1,0,1
1683,Eastern Nazarene College,0.0,11697.0,0.5579,18191.0,0,0,0,1,0,1
1684,Emerson College,0.0,23651.0,0.4798,36378.0,0,0,0,1,0,1
1685,Emmanuel College,0.0,16682.0,0.6049,30731.0,0,0,0,1,0,1
1686,Endicott College,0.0,14258.0,0.7165,31810.0,0,0,0,1,0,1
1693,Gordon College,0.0,17958.0,0.4133,26144.0,0,0,0,1,0,1
1698,Harvard University,0.0,27867.0,0.0584,14049.0,0,0,0,1,0,1
1708,Lasell College,0.0,17406.0,0.7614,25316.0,0,0,0,1,0,1
1710,Lesley University,0.0,18063.0,0.6749,32534.0,0,0,0,1,0,1
1719,MCPHS University,0.0,29378.0,0.8921,34345.0,0,0,0,1,0,1
1721,Massachusetts Institute of Technology,0.0,28012.0,0.0815,21816.0,0,0,0,1,0,1
1727,Merrimack College,0.0,17601.0,0.786,29063.0,0,0,0,1,0,1
1731,Mount Holyoke College,0.0,17242.0,0.4681,28118.0,0,0,0,1,0,1
1732,Mount Ida College,0.0,16453.0,0.6065,27772.0,0,0,0,1,0,1
1735,School of the Museum of Fine Arts-Boston,0.0,23883.0,0.7681,39079.0,0,0,0,1,0,1
1738,The New England Conservatory of Music,0.0,28315.0,0.2777,35849.0,0,0,0,1,0,1
1744,Nichols College,0.0,14317.0,0.8047,26673.0,0,0,0,1,0,1
1749,Northeastern University,0.0,24465.0,0.3231,31503.0,0,0,0,1,0,1
1751,College of Our Lady of the Elms,0.0,11375.0,0.7492,19996.0,0,0,0,1,0,1
1752,Pine Manor College,0.0,11893.0,0.6411,13735.0,0,0,0,1,0,1
1756,Regis College,0.0,17595.0,0.7243,37829.0,0,0,0,1,0,1
1761,Simmons College,0.0,18588.0,0.4897,29085.0,0,0,0,1,0,1
1763,Smith College,0.0,20413.0,0.4308,24603.0,0,0,0,1,0,1
1765,Springfield College,0.0,15822.0,0.6992,27674.0,0,0,0,1,0,1
1769,Suffolk University,0.0,24014.0,0.825,27507.0,0,0,0,1,0,1
1771,Tufts University,0.0,28845.0,0.1884,29271.0,0,0,0,1,0,1
1773,Wentworth Institute of Technology,0.0,15666.0,0.5761,31201.0,0,0,0,1,0,1
1774,Western New England University,0.0,19352.0,0.8151,28517.0,0,0,0,1,0,1
1777,Wheelock College,0.0,16294.0,0.7318,29283.0,0,0,0,1,0,1
1778,Williams College,0.0,26201.0,0.1702,20935.0,0,0,0,1,0,1
1779,Worcester Polytechnic Institute,0.0,30793.0,0.5159,35483.0,0,0,0,1,0,1
1787,Andrews University,0.0,14877.0,0.3751,20386.0,0,0,0,1,0,1
1788,Aquinas College,0.0,11154.0,0.7135,11609.0,0,0,0,1,0,1
1794,Calvin College,0.0,15962.0,0.6975,23876.0,0,0,0,1,0,1
1801,Cleary University,0.0,13682.0,0.7263,11516.0,0,0,0,1,0,1
1804,College for Creative Studies,0.0,22452.0,0.486,33808.0,0,0,0,1,0,1
1805,Davenport University,0.0,15507.0,0.917,17421.0,0,0,0,1,0,1
1811,University of Detroit Mercy,0.0,23050.0,0.6147,24680.0,0,0,0,1,0,1
1818,Kettering University,0.0,20318.0,0.6159,30683.0,0,0,0,1,0,1
1821,Cornerstone University,0.0,11308.0,0.6807,18702.0,0,0,0,1,0,1
1839,Lawrence Technological University,0.0,19336.0,0.4365,25658.0,0,0,0,1,0,1
1842,Madonna University,0.0,11624.0,0.6125,12324.0,0,0,0,1,0,1
1843,Marygrove College,0.0,8747.0,0.9378,12896.0,0,0,0,1,0,1
1844,Rochester College,0.0,11665.0,0.6567,16570.0,0,0,0,1,0,1
1863,Northwood University-Michigan,0.0,11712.0,0.5093,15372.0,0,0,0,1,0,1
1866,Olivet College,0.0,12367.0,0.5148,18341.0,0,0,0,1,0,1
1868,Kuyper College,0.0,12964.0,0.6842,16586.0,0,0,0,1,0,1
