index,INSTNM,DISTANCEONLY,TUITFTE,ADM_RATE_ALL,NPT4_PRIV,HIGHDEG_ Associate degree,HIGHDEG_ Bachelor&#39;s degree,HIGHDEG_ Certificate degree,HIGHDEG_ Graduate degree,HIGHDEG_ Non-degree-granting,Labels_3Clusters
4869,Rabbinical College of Ohr Shimon Yisroel,0.0,6331.0,1.0,6152.0,0,1,0,0,0,2
4892,ITT Technical Institute-Jacksonville,0.0,19441.0,0.8388,24340.0,0,1,0,0,0,2
4898,ITT Technical Institute-Omaha,0.0,22481.0,0.8388,24246.0,0,1,0,0,0,2
4931,ITT Technical Institute-Fort Lauderdale,0.0,20134.0,0.8388,23219.0,0,1,0,0,0,2
4975,ITT Technical Institute-Little Rock,0.0,22469.0,0.8388,24184.0,0,1,0,0,0,2
4976,ITT Technical Institute-Oxnard,0.0,21689.0,0.8388,22468.0,0,1,0,0,0,2
4977,ITT Technical Institute-Louisville,0.0,21779.0,0.8388,23975.0,0,1,0,0,0,2
4978,ITT Technical Institute-Greenville,0.0,21829.0,0.8388,24633.0,0,1,0,0,0,2
4979,ITT Technical Institute-Cordova,0.0,22506.0,0.8388,22174.0,0,1,0,0,0,2
4989,ITT Technical Institute-Everett,0.0,22479.0,0.9407,21169.0,0,1,0,0,0,2
4992,ITT Technical Institute-Bessemer,0.0,20383.0,0.8388,23015.0,0,1,0,0,0,2
4993,ITT Technical Institute-Orland Park,0.0,20275.0,0.8388,22960.0,0,1,0,0,0,2
4996,Johnson & Wales University-North Miami,0.0,15126.0,0.7079,21973.0,0,1,0,0,0,2
5044,Messenger College,0.0,2018.0,0.7619,13565.0,0,1,0,0,0,2
5139,Virginia College-Huntsville,0.0,23800.0,1.0,18691.0,0,1,0,0,0,2
5140,Yeshiva D'monsey Rabbinical College,0.0,4722.0,1.0,12371.0,0,1,0,0,0,2
5192,ITT Technical Institute-Webster,0.0,21577.0,0.8388,22894.0,0,1,0,0,0,2
5216,ITT Technical Institute-Henderson,0.0,23056.0,0.8388,23461.0,0,1,0,0,0,2
5229,ITT Technical Institute-Miami,0.0,24016.0,0.8388,22202.0,0,1,0,0,0,2
5234,ITT Technical Institute-Norwood,0.0,22511.0,0.8388,23140.0,0,1,0,0,0,2
5235,ITT Technical Institute-Strongsville,0.0,20896.0,0.8388,21622.0,0,1,0,0,0,2
5238,The Creative Center,0.0,23768.0,0.5316,40238.0,0,1,0,0,0,2
5282,Yeshiva of the Telshe Alumni,0.0,19677.0,1.0,8812.0,0,1,0,0,0,2
5306,Herzing University-Kenner,0.0,6655.0,0.749,23674.0,0,1,0,0,0,2
5312,ITT Technical Institute-Richardson,0.0,18524.0,0.8388,24015.0,0,1,0,0,0,2
5324,Michigan Jewish Institute,0.0,14539.0,0.981,9804.0,0,1,0,0,0,2
5332,ITT Technical Institute-Arnold,0.0,24792.0,0.8388,23875.0,0,1,0,0,0,2
5333,ITT Technical Institute-Oak Brook,0.0,21425.0,0.8388,21407.0,0,1,0,0,0,2
5381,ITT Technical Institute-Saint Rose,0.0,21957.0,0.8388,21530.0,0,1,0,0,0,2
5382,ITT Technical Institute-Richmond,0.0,20948.0,0.8388,23919.0,0,1,0,0,0,2
5386,ITT Technical Institute-Lathrop,0.0,20332.0,0.8388,21678.0,0,1,0,0,0,2
5436,ITT Technical Institute-Wilmington,0.0,21797.0,0.8388,24281.0,0,1,0,0,0,2
5440,Johnson & Wales University-Denver,0.0,14976.0,0.7079,24423.0,0,1,0,0,0,2
5472,Pacific Islands University,0.0,8574.0,0.8929,15289.0,0,1,0,0,0,2
5563,Yeshiva Shaarei Torah of Rockland,0.0,6264.0,1.0,18750.0,0,1,0,0,0,2
5585,ITT Technical Institute-Springfield,0.0,22812.0,0.8388,23378.0,0,1,0,0,0,2
5586,ITT Technical Institute-Chantilly,0.0,21519.0,0.8388,22570.0,0,1,0,0,0,2
5588,Franklin W Olin College of Engineering,0.0,10631.0,0.1685,19971.0,0,1,0,0,0,2
5606,ITT Technical Institute-Canton,0.0,22517.0,0.8388,23278.0,0,1,0,0,0,2
5608,Pennsylvania College of Health Sciences,0.0,13823.0,0.5201,24984.0,0,1,0,0,0,2
5645,Family of Faith College,0.0,1385.0,0.6667,16025.0,0,1,0,0,0,2
5671,ITT Technical Institute-Duluth,0.0,19313.0,0.8388,22988.0,0,1,0,0,0,2
5672,ITT Technical Institute-Hilliard,0.0,23895.0,0.8388,21784.0,0,1,0,0,0,2
5701,National University College-Rio Grande,0.0,444.0,0.8571,9159.0,0,1,0,0,0,2
5773,ITT Technical Institute-Eden Prairie,0.0,24938.0,0.8388,21872.0,0,1,0,0,0,2
5813,Neumont University,0.0,15610.0,0.7997,31588.0,0,1,0,0,0,2
5814,Johnson & Wales University-Charlotte,0.0,15292.0,0.7079,23355.0,0,1,0,0,0,2
5853,Ecclesia College,0.0,9885.0,0.3074,17801.0,0,1,0,0,0,2
5873,Stanbridge College,0.0,7399.0,0.7871,21249.0,0,1,0,0,0,2
5894,ITT Technical Institute-Kansas City,0.0,22596.0,0.8388,23325.0,0,1,0,0,0,2
5895,ITT Technical Institute-Kennesaw,0.0,21486.0,0.8388,22574.0,0,1,0,0,0,2
5896,ITT Technical Institute-Owings Mills,0.0,24691.0,0.8388,23133.0,0,1,0,0,0,2
5897,ITT Technical Institute-Warrensville Heights,0.0,19741.0,0.8388,22924.0,0,1,0,0,0,2
5999,ITT Technical Institute-Charlotte South,0.0,23132.0,0.8388,20821.0,0,1,0,0,0,2
6000,ITT Technical Institute-Clovis,0.0,19683.0,0.8388,22663.0,0,1,0,0,0,2
6002,ITT Technical Institute-Swartz Creek,0.0,24461.0,0.8388,24178.0,0,1,0,0,0,2
6003,ITT Technical Institute-Lexington,0.0,22487.0,0.8388,23641.0,0,1,0,0,0,2
6004,ITT Technical Institute-Maumee,0.0,25893.0,0.8388,23366.0,0,1,0,0,0,2
6005,ITT Technical Institute-Oklahoma City,0.0,18868.0,0.8388,23521.0,0,1,0,0,0,2
6006,ITT Technical Institute-Tulsa,0.0,20462.0,0.8388,22695.0,0,1,0,0,0,2
6018,Rasmussen College-Illinois,0.0,15593.0,0.7679,18572.0,0,1,0,0,0,2
6080,Bais Medrash Toras Chesed,0.0,4360.0,0.4605,6128.0,0,1,0,0,0,2
6088,Visible Music College,0.0,27350.0,0.5536,31229.0,0,1,0,0,0,2
6121,ITT Technical Institute-St Petersburg,0.0,20456.0,0.8388,23590.0,0,1,0,0,0,2
6122,ITT Technical Institute-Baton Rouge,0.0,20280.0,0.8388,22525.0,0,1,0,0,0,2
6123,ITT Technical Institute-Columbia,0.0,24356.0,0.8388,24597.0,0,1,0,0,0,2
6124,ITT Technical Institute-Wichita,0.0,21448.0,0.8388,24731.0,0,1,0,0,0,2
6125,ITT Technical Institute-Atlanta,0.0,20779.0,0.8388,23872.0,0,1,0,0,0,2
6126,ITT Technical Institute-Mobile,0.0,16980.0,0.8388,23280.0,0,1,0,0,0,2
6128,ITT Technical Institute-South Bend,0.0,21781.0,0.8388,23395.0,0,1,0,0,0,2
6145,Rasmussen College-Wisconsin,0.0,16287.0,0.7679,17723.0,0,1,0,0,0,2
6207,Yeshivas Be'er Yitzchok,0.0,8410.0,1.0,16476.0,0,1,0,0,0,2
6208,Yeshiva Toras Chaim,0.0,30520.0,1.0,3585.0,0,1,0,0,0,2
6209,Talmudical Seminary of Bobov,0.0,7460.0,0.8684,2540.0,0,1,0,0,0,2
6251,ITT Technical Institute-Cary,0.0,21553.0,0.8388,22797.0,0,1,0,0,0,2
6252,ITT Technical Institute-Madison,0.0,19061.0,0.8388,23990.0,0,1,0,0,0,2
6253,ITT Technical Institute-Clive,0.0,22703.0,0.8388,24197.0,0,1,0,0,0,2
6254,ITT Technical Institute-Columbus,0.0,19072.0,0.8388,22800.0,0,1,0,0,0,2
6255,ITT Technical Institute-Phoenix,0.0,23590.0,0.8388,22573.0,0,1,0,0,0,2
6256,ITT Technical Institute-Madison,0.0,24555.0,0.8388,22849.0,0,1,0,0,0,2
6257,ITT Technical Institute-High Point,0.0,18662.0,0.8388,24428.0,0,1,0,0,0,2
6260,The Art Institute of Raleigh-Durham,0.0,15483.0,0.4829,27525.0,0,1,0,0,0,2
6289,The King’s College,0.0,10778.0,0.7115,23910.0,0,1,0,0,0,2
6291,Chamberlain College of Nursing-Ohio,0.0,22749.0,0.5081,22746.0,0,1,0,0,0,2
6292,Chamberlain College of Nursing-Arizona,0.0,21788.0,0.5081,19540.0,0,1,0,0,0,2
6373,Yeshiva of Machzikai Hadas,0.0,7344.0,1.0,14976.0,0,1,0,0,0,2
6411,Providence Christian College,0.0,15302.0,0.5328,17364.0,0,1,0,0,0,2
6461,ITT Technical Institute-Springfield,0.0,22172.0,0.8388,23966.0,0,1,0,0,0,2
6463,ITT Technical Institute-Concord,0.0,20870.0,0.8388,23299.0,0,1,0,0,0,2
6465,ITT Technical Institute-Charlotte North,0.0,19318.0,0.8388,24121.0,0,1,0,0,0,2
6502,Herzing University-Toledo,0.0,5517.0,0.749,20749.0,0,1,0,0,0,2
6590,Bethel College,0.0,4307.0,1.0,10863.0,0,1,0,0,0,2
6599,West Coast University-Orange County,0.0,21412.0,0.5238,40370.0,0,1,0,0,0,2
6600,West Coast University-Ontario,0.0,20601.0,0.5238,36627.0,0,1,0,0,0,2
6622,National University College-Ponce,0.0,444.0,0.8571,8838.0,0,1,0,0,0,2
6724,ITT Technical Institute-Aurora,0.0,19801.0,0.8388,24570.0,0,1,0,0,0,2
6726,ITT Technical Institute-Culver City,0.0,17545.0,0.8388,22087.0,0,1,0,0,0,2
6727,ITT Technical Institute-Dearborn,0.0,20627.0,0.8388,21891.0,0,1,0,0,0,2
6728,ITT Technical Institute-Las Vegas,0.0,18426.0,0.8388,24450.0,0,1,0,0,0,2
6735,Herzing University-Kenosha,0.0,6721.0,0.749,19147.0,0,1,0,0,0,2
6736,Herzing University-Brookfield,0.0,7870.0,0.749,20547.0,0,1,0,0,0,2
6793,Remington College-Heathrow Campus,1.0,10021.0,0.7805,19150.0,0,1,0,0,0,2
6801,Chamberlain College of Nursing-Virginia,0.0,21610.0,0.5081,26120.0,0,1,0,0,0,2
6928,Chamberlain College of Nursing-Missouri,0.0,21521.0,0.5081,22547.0,0,1,0,0,0,2
6961,South University-The Art Institute of Fort Worth,0.0,14878.0,0.4829,26886.0,0,1,0,0,0,2
7065,Academy of Couture Art,0.0,26042.0,0.7241,32826.0,0,1,0,0,0,2
7114,Bais HaMedrash and Mesivta of Baltimore,0.0,26876.0,1.0,10690.0,0,1,0,0,0,2
7120,Yeshiva Gedolah Zichron Leyma,0.0,4317.0,1.0,7050.0,0,1,0,0,0,2
7122,Be'er Yaakov Talmudic Seminary,0.0,7935.0,1.0,7030.0,0,1,0,0,0,2
7277,Yeshiva Gedolah Kesser Torah,0.0,7802.0,1.0,5260.0,0,1,0,0,0,2
7279,Yeshiva Yesodei Hatorah,0.0,9593.0,1.0,8831.0,0,1,0,0,0,2
