index,INSTNM,DISTANCEONLY,TUITFTE,ADM_RATE_ALL,NPT4_PUB,HIGHDEG_ Associate degree,HIGHDEG_ Bachelor&#39;s degree,HIGHDEG_ Certificate degree,HIGHDEG_ Graduate degree,HIGHDEG_ Non-degree-granting,Labels_3Clusters
2991,Ohio State University-Newark Campus,0.0,6605.0,0.5553,14829.0,0,1,0,0,0,2
3095,Oklahoma Panhandle State University,0.0,3926.0,0.4767,11034.0,0,1,0,0,0,2
3107,Rogers State University,0.0,3608.0,0.5445,12256.0,0,1,0,0,0,2
3111,University of Science and Arts of Oklahoma,0.0,2778.0,0.6246,7956.0,0,1,0,0,0,2
3354,Pennsylvania State University-Penn State New Kensington,0.0,8237.0,0.6488,15104.0,0,1,0,0,0,2
3355,Pennsylvania State University-Penn State Shenango,0.0,8130.0,0.6488,14244.0,0,1,0,0,0,2
3356,Pennsylvania State University-Penn State Wilkes-Barre,0.0,7030.0,0.6488,14309.0,0,1,0,0,0,2
3357,Pennsylvania State University-Penn State Worthington Scranton,0.0,7842.0,0.6488,14410.0,0,1,0,0,0,2
3359,Pennsylvania State University-Penn State Altoona,0.0,6419.0,0.6488,22976.0,0,1,0,0,0,2
3360,Pennsylvania State University-Penn State Beaver,0.0,7505.0,0.6488,17232.0,0,1,0,0,0,2
3363,Pennsylvania State University-Penn State Brandywine,0.0,6072.0,0.6488,13691.0,0,1,0,0,0,2
3364,Pennsylvania State University-Penn State Dubois,0.0,9136.0,0.6488,15147.0,0,1,0,0,0,2
3365,Pennsylvania State University-Penn State Fayette- Eberly,0.0,7046.0,0.6488,12899.0,0,1,0,0,0,2
3366,Pennsylvania State University-Penn State Hazleton,0.0,7148.0,0.6488,19132.0,0,1,0,0,0,2
3368,Pennsylvania State University-Penn State Greater Allegheny,0.0,8544.0,0.6488,16863.0,0,1,0,0,0,2
3369,Pennsylvania State University-Penn State Mont Alto,0.0,7317.0,0.6488,20426.0,0,1,0,0,0,2
3371,Pennsylvania State University-Penn State Schuylkill,0.0,7959.0,0.6488,17030.0,0,1,0,0,0,2
3390,University of Pittsburgh-Bradford,0.0,11148.0,0.6088,16199.0,0,1,0,0,0,2
3391,University of Pittsburgh-Greensburg,0.0,11828.0,0.6088,16996.0,0,1,0,0,0,2
3392,University of Pittsburgh-Johnstown,0.0,12242.0,0.6088,18539.0,0,1,0,0,0,2
3526,University of South Carolina-Beaufort,0.0,6420.0,0.7304,13874.0,0,1,0,0,0,2
3932,Vermont Technical College,0.0,12309.0,0.8257,17433.0,0,1,0,0,0,2
4011,The University of Virginia's College at Wise,0.0,6013.0,0.7449,8843.0,0,1,0,0,0,2
4018,Virginia Military Institute,0.0,12355.0,0.4732,17802.0,0,1,0,0,0,2
4111,Bluefield State College,0.0,2262.0,0.4267,8843.0,0,1,0,0,0,2
4119,Glenville State College,0.0,3587.0,0.7446,15890.0,0,1,0,0,0,2
4134,Potomac State College of West Virginia University,0.0,4705.0,0.8311,7006.0,0,1,0,0,0,2
4144,West Virginia University Institute of Technology,0.0,7357.0,0.8311,7811.0,0,1,0,0,0,2
4253,Colegio Universitario de San Juan,0.0,516.0,0.9762,2718.0,0,1,0,0,0,2
4259,Escuela de Artes Plasticas de Puerto Rico,0.0,2203.0,0.7154,2428.0,0,1,0,0,0,2
4290,University of Puerto Rico-Aguadilla,0.0,777.0,0.9234,2146.0,0,1,0,0,0,2
4291,University of Puerto Rico-Arecibo,0.0,557.0,0.5302,6324.0,0,1,0,0,0,2
4292,University of Puerto Rico-Bayamon,0.0,1001.0,0.2547,3795.0,0,1,0,0,0,2
4293,University of Puerto Rico-Carolina,0.0,1546.0,0.8065,6681.0,0,1,0,0,0,2
4294,University of Puerto Rico-Cayey,0.0,833.0,0.8342,6781.0,0,1,0,0,0,2
4295,University of Puerto Rico-Humacao,0.0,666.0,0.4487,5635.0,0,1,0,0,0,2
4296,University of Puerto Rico-Utuado,0.0,741.0,0.4908,8016.0,0,1,0,0,0,2
4299,University of Puerto Rico-Ponce,0.0,957.0,0.6398,7714.0,0,1,0,0,0,2
4442,New College of Florida,0.0,2783.0,0.6061,10015.0,0,1,0,0,0,2
5581,Nevada State College,0.0,3347.0,0.5037,11319.0,0,1,0,0,0,2
6498,University of Minnesota-Rochester,0.0,15445.0,0.4455,16992.0,0,1,0,0,0,2
7323,Middle Georgia State College,0.0,2744.0,0.4486,9049.0,0,1,0,0,0,2
