index,INSTNM,DISTANCEONLY,TUITFTE,ADM_RATE_ALL,NPT4_PRIV,HIGHDEG_ Associate degree,HIGHDEG_ Bachelor&#39;s degree,HIGHDEG_ Certificate degree,HIGHDEG_ Graduate degree,HIGHDEG_ Non-degree-granting,Labels_3Clusters
5793,North-West College-Riverside,0.0,6698.0,1.0,19935.0,0,0,1,0,0,0
5938,The College of Health Care Professions-Southwest Houston,0.0,8339.0,1.0,20870.0,0,0,1,0,0,0
6054,The College of Health Care Professions-San Antonio,0.0,7314.0,1.0,18081.0,0,0,1,0,0,0
6064,Gnomon School of Visual Effects,0.0,25108.0,0.8333,31345.0,0,0,1,0,0,0
6081,Center for Natural Wellness School of Massage Therapy,0.0,14695.0,1.0,21060.0,0,0,1,0,0,0
6086,American Institute of Medical Technology,0.0,27086.0,0.3034,4809.0,0,0,1,0,0,0
6095,Milwaukee Career College,0.0,13991.0,0.7207,22972.0,0,0,1,0,0,0
6116,StenoTech Career Institute-Piscataway,0.0,1621.0,1.0,17663.0,0,0,1,0,0,0
6205,Southeastern Institute-Charlotte,0.0,12826.0,0.7048,19901.0,0,0,1,0,0,0
6369,Casal Institute of Nevada,0.0,7203.0,1.0,11114.0,0,0,1,0,0,0
6509,Remington College-Columbia Campus,0.0,8634.0,0.7805,20959.0,0,0,1,0,0,0
6514,San Diego Culinary Institute,0.0,17529.0,1.0,26622.0,0,0,1,0,0,0
6574,Portland Actors Conservatory,0.0,15323.0,0.9143,16961.0,0,0,1,0,0,0
6592,Gary Manuel Aveda Institute,0.0,2579.0,0.8347,18564.0,0,0,1,0,0,0
6781,Cambridge Junior College-Woodland,0.0,9903.0,0.8783,20258.0,0,0,1,0,0,0
6886,Mesivta Keser Torah,0.0,16583.0,1.0,15045.0,0,0,0,0,1,0
6919,ITT Technical Institute-Hanover,0.0,11846.0,0.8388,22131.0,0,0,0,0,1,0
6967,National University College-Caguas,0.0,329.0,0.8571,9912.0,0,0,0,0,1,0
7061,Virginia College-Tulsa,0.0,15205.0,1.0,15574.0,0,0,1,0,0,0
7063,Virginia College-Knoxville,0.0,13080.0,1.0,11719.0,0,0,1,0,0,0
7071,Annenberg School of Nursing,0.0,22008.0,0.9333,18025.0,0,0,0,0,1,0
7073,Chamberlain College of Nursing-Georgia,0.0,22264.0,0.5081,19754.0,0,0,0,0,1,0
7074,Chamberlain College of Nursing-Indiana,0.0,20705.0,0.5081,23614.0,0,0,0,0,1,0
7075,Carrington College-Mesquite,0.0,9950.0,1.0,18586.0,0,0,1,0,0,0
7077,Virginia College-Shreveport Bossier City,0.0,4271.0,1.0,18836.0,0,0,0,0,1,0
7153,West Coast University-Dallas,0.0,10244.0,0.5238,38054.0,0,0,0,0,1,0
7168,MotoRing Technical Training Institute,0.0,18017.0,1.0,16515.0,0,0,1,0,0,0
7172,ITT Technical Institute-Philadelphia,0.0,11146.0,0.8388,22242.0,0,0,0,0,1,0
7173,ITT Technical Institute-Marlton,0.0,11144.0,0.8388,22635.0,0,0,0,0,1,0
7176,ITT Technical Institute-Southfield,0.0,7665.0,0.8388,22565.0,0,0,0,0,1,0
7178,ITT Technical Institute-Salem,0.0,8663.0,0.8388,22403.0,0,0,0,0,1,0
7180,ITT Technical Institute-Douglasville,0.0,6012.0,0.8388,23353.0,0,0,0,0,1,0
7181,ITT Technical Institute-Overland Park,0.0,6680.0,0.8388,23652.0,0,0,0,0,1,0
7182,ITT Technical Institute-Springfield,0.0,8183.0,0.8388,21437.0,0,0,0,0,1,0
7183,ITT Technical Institute-West Chester,0.0,6585.0,0.8388,24009.0,0,0,0,0,1,0
7197,Virginia College-Florence,0.0,5358.0,1.0,17104.0,0,0,0,0,1,0
7225,Virginia College-Greensboro,0.0,3470.0,1.0,16366.0,0,0,0,0,1,0
7226,The College of Health Care Professions-Dallas,0.0,845.0,1.0,22461.0,0,0,0,0,1,0
7227,The College of Health Care Professions-Fort Worth,0.0,576.0,1.0,24859.0,0,0,0,0,1,0
7233,Gemini School of Visual Arts & Communication,0.0,0.0,1.0,32858.0,0,0,1,0,0,0
7250,Shepherds College,0.0,36858.0,0.7059,5078.0,0,0,1,0,0,0
7265,Lawrence & Company College of Cosmetology,0.0,3806.0,1.0,5127.0,0,0,0,0,1,0
7274,California Career Institute,0.0,7694.0,0.7895,18152.0,0,0,1,0,0,0
7296,ITT Technical Institute-San Antonio East,0.0,4061.0,0.8388,24517.0,0,0,0,0,1,0
